course_code,name,courseries,term,course_major,course_type,course_level,teaching_type,grading_type,credit,hours,hours_per_week,campus,start_week,end_week,teachers,description,description_eng,teaching_material,reference_material,student_requirements,homepage
SEEN 6000V,Design of Energy Materials by First-Principles Calculations and Artificial Intelligence,SEEN,2024-1,SEEN,SEEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"LI, Yuheng","In the context of global decarbonization, energy materials are at center stage of sustainable energy applications. Thanks to the development of theory and computation power, computational materials science and artificial intelligence (AI) are playing a more and more important role in the design and investigation of energy materials. This course aims to equip students with the fundamentals and advances of the new computation and AI tools to facilitate advanced energy applications. The lectures and exercises are placed at the intersection of sustainable energy applications (solar cells, batteries, catalysis, etc.), materials science (thermodynamics, crystallography, surfaces, defects, etc.), high-performance computing (DFT, Python programming, HPC usage, etc.), and artificial intelligence (CNN, GNN, etc.).",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/SEEN
SEEN 6000W,Framework Compounds: Design and Energy Applications,SEEN,2024-1,SEEN,SEEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"ZHOU, Sheng","Framework compounds are extensively utilized across a myriad of applications in areas such as gas separation, catalysis, energy, and electronics. This course aims to introduce the fundamental principles and design elements involved in the synthesis of significant framework compounds. It will also discuss both current and future applications in various fields, including clean energy and gas storage.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/SEEN
SEEN 6000X,Air Pollution Control,SEEN,2024-1,SEEN,SEEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"LIANG, Yutong","Air pollution presents substantial human health risks, contributes to climate change, incurs economic costs, diminishes visibility, and exacerbates social inequalities, highlighting the urgency of effective management strategies. This course offers a quantitative overview of air pollution characterization and control, with a particular emphasis on greenhouse gases. Half of this course focuses on control technologies, exploring both their theoretical foundations and practical applications, while the other half delves into essential background topics that inform the selection of these techniques. Through this comprehensive framework, students will develop a nuanced understanding of air quality management and its critical implications for public health and environmental sustainability.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/SEEN
SEEN 6000Y,Hydrogen and Fuel Cell,SEEN,2024-1,SEEN,SEEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"ZENG, Jian","Hydrogen energy plays a pivotal role in the transition towards a sustainable and clean future. In this course we will provide the students with fundamental knowledge of hydrogen production and utilization technologies. We will introduce the concepts, components and operational principles of hydrogen production, storage, transportation and utilization technologies. We will pay particular attention to the fuel cell technology as key converter in hydrogen energy grid, by learning thermodynamics, kinetics, fuel cell components, stacks and fuel cell economies. Upon completion of this course, students will acquire fundamental and comprehensive understanding of hydrogen production technologies for applications and innovations, as well as designing and evaluation of fuel cell systems.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/SEEN
SEEN 6000Z,Microscale Surface modifications on Phase Change Electronics Cooling,SEEN,2024-1,SEEN,SEEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"QIU, Huihe","This course introduces concepts in the boiling and evaporation enhancement for electronics cooling utilizing micro/nanostructured surface modifications. Innovative methods for heat dissipation from microelectronics devices, including IGBT, GPU/CPU and assessment of these techniques over a range of applications and scales, will be covered. Phase change heat transfer enhancement in microchannels and micro surfaces will be introduced and discussed. Some special emphasis is given to industry applications to discuss current electronics cooling trends.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/SEEN
SEEN 6100A,Independent Study,SEEN,2024-1,SEEN,SEEN,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,,An independent study on selected topics carried out under the supervision of a faculty member.,,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/SEEN
SEEN 6100B,Independent Study,SEEN,2024-1,SEEN,SEEN,Graduate,Regular,Letter Grade,1,39,3,GZ,1,13,,An independent study on selected topics carried out under the supervision of a faculty member.,,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/SEEN
SEEN 6990,MPhil Thesis Research,SEEN,2024-1,SEEN,SEEN,Graduate,Regular,Letter Grade,0,39,3,GZ,1,13,,Master's thesis research supervised by co-advisors from different disciplines. A successful defense of the thesis leads to the grade Pass. No course credit is assigned.,,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/SEEN
SEEN 7990,Doctoral Thesis Research,SEEN,2024-1,SEEN,SEEN,Graduate,Regular,Letter Grade,0,39,3,GZ,1,13,,Original and independent doctoral thesis research supervised by co-advisors from different disciplines. A successful defense of the thesis leads to the grade Pass. No course credit is assigned.,,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/SEEN
ROAS 5700,Robot Motion Planning and Control,ROAS,2024-1,ROAS,ROAS,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"MA, Jun","This course introduces the advanced methodologies in the context of motion planning and control for robotics and autonomous systems. Various methodologies are introduced, including search-based methods, grid-based methods, sampling-based methods, optimization-based methods, learning-based methods, etc. In general, this course covers modern approaches, deep theory, and good practice envisions. In addition to the fundamental knowledge in motion planning and control, the students will also have the opportunity to discover and learn cutting-edge methodologies in the related field, aligning with the substantial developments in robotics, autonomous driving, UAVs, etc.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/ROAS
ROAS 5910,Engineering Psychology and Transportation Applications,ROAS,2024-1,ROAS,ROAS,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"HE, Dengbo","The course will cover a wide range of engineering psychology topics as well as how the research in these directions can affect policies and regulations in vehicle design and surface transportation. The students will gain an understanding of the characteristics and limitations of human beings from engineering psychology perspectives of view and how the design of traffic control devices, the roadway, the in-vehicle devices, regulations and traffic rules can be affected by the research in these directions.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/ROAS
ROAS 6000E,Electric Machine Design for Robots and Autonomous Systems,ROAS,2024-1,ROAS,ROAS,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"ZHAO, Hang","Electric machines consume more than 50% of the electricity generated by humans in modern society, and they have been widely used in robotics, industry, and transportation. This course provides a comprehensive understanding of electric machines, including their topologies, mathematical models, and operating principles. Students will learn about the latest design techniques and tools used in the engineering practice, as well as the key factors that influence the performance of electric machines. Additionally, the course also covers the knowledge of structural optimization, allowing students to develop and optimize electric machines for specific applications, with particular emphasis on robots and autonomous systems. By the end of the course, students will have a thorough concept of the design, modeling, and optimization of electric machines, enabling them to make informed decisions in developing novel electric machines for various applications.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/ROAS
ROAS 6000K,Soft Robotics,ROAS,2024-1,ROAS,ROAS,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"YASA, Oncay","Materials play a pivotal role in the development of soft robotics by serving as the building blocks that determine the capabilities, durability, and versatility of these intelligent machines. Understanding the properties and applications of different materials is fundamental to pushing the boundaries of soft robotics, enabling the creation of robots that excel in precision, strength, flexibility, and even biocompatibility. This course provides a comprehensive understanding on different smart materials that are used to build soft robots. It covers principles to design such robots by considering their designs, materials properties, operation environments, and actuation modalities, e.g., fluidic, electric, magnetic, and biological actuation. It also features different manufacturing techniques used to create soft robots, including molding, lithography, and 3D printing, while emphasizing material-specific considerations. Finally, it examines real-world cases where specific materials have been instrumental in enhancing the performance, durability, and efficiency of soft robotic platforms. Overall, exploring the diverse range of smart materials available for soft robotics unveils a world of possibilities, driving innovation and pushing the frontiers of what robots can achieve in different fields, from manufacturing and healthcare to exploration and beyond.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/ROAS
